Bedrooms,Bathrooms,Sqft,Year_Built,Price (ETH)
4,1,2892,1994,40.084
3,2,4070,1987,38.74
1,1,974,1955,15.248000000000001
3,3,892,1954,16.184
5,3,4533,2010,52.466
4,1,873,1957,17.546
4,3,1714,2016,49.328
3,2,1724,1979,30.048000000000002
5,2,1251,1988,34.602000000000004
1,1,615,2016,45.03
3,3,699,1965,21.298000000000002
2,1,3384,1953,19.568
2,1,1652,1992,35.604
3,2,3420,1950,18.939999999999998
4,1,2043,1955,18.886000000000003
1,1,3084,1951,17.468
4,2,1263,2005,42.626
2,1,533,1990,32.366
3,2,3050,1974,30.2
3,1,2642,2018,51.084
4,3,3956,2015,53.312
6,1,535,1995,36.870000000000005
6,3,1627,1994,39.153999999999996
3,3,1306,2019,49.512
4,1,683,1971,24.166
3,1,2951,1953,19.202
6,5,1453,1989,36.906
4,3,4581,1974,34.062
5,1,2232,1950,17.264000000000003
4,3,2513,1993,39.426
5,1,3042,1977,32.384
2,2,1779,1972,26.158
6,5,4640,1971,34.28
2,2,1253,1987,32.606
6,6,2739,1998,44.278
1,1,2038,2006,42.876000000000005
2,1,1602,2011,45.004000000000005
3,3,1248,2002,40.896
3,2,1193,1986,32.486000000000004
4,2,3346,1966,27.292
1,1,1180,2006,41.16
1,1,1643,1959,18.586
4,4,878,1995,37.456
3,2,4801,2007,50.202
4,3,4307,2005,49.014
1,1,4996,2007,49.292
2,2,2320,2021,51.739999999999995
1,1,2889,2023,53.078
5,5,4497,1964,29.994
6,2,4180,1972,32.96
6,6,2602,1959,24.504
4,1,4200,1971,31.200000000000003
2,1,3780,2002,44.86
4,2,939,1971,24.978
2,2,1079,1996,36.757999999999996
5,3,4147,1973,33.194
2,2,4059,1983,36.218
2,1,4181,1968,28.662
1,1,1182,1951,13.664000000000001
5,5,1675,1968,26.35
5,1,956,1985,32.212
3,2,4212,1961,26.024
4,4,4530,1955,24.759999999999998
5,5,4164,2016,55.328
1,1,3584,1977,31.468
2,1,1284,2004,40.868
6,1,2964,1996,42.228
4,2,582,1964,20.764
1,1,4310,1957,22.92
6,4,842,2005,43.384
4,2,3348,2013,50.796
3,1,3315,2010,48.43
2,2,4140,1997,43.379999999999995
3,1,4276,1993,41.852000000000004
1,1,3370,1978,31.54
2,1,2912,2003,43.624
4,2,1255,1984,32.11
3,1,3417,2012,49.634
2,1,4997,1980,36.294
3,3,682,1958,17.764000000000003
2,2,2230,1959,20.56
6,2,2795,1979,33.69
2,2,602,2014,44.804
6,5,1863,1959,22.726
3,1,4267,1960,25.334000000000003
3,1,1923,1996,38.646
4,2,4386,1961,26.872
3,1,4004,2018,53.808
1,1,4907,2013,52.114000000000004
3,1,4865,1996,44.53
5,4,899,1972,26.497999999999998
3,2,2377,2003,43.354
4,2,2339,2014,49.278
3,3,4717,1957,25.334000000000003
2,1,4863,1958,25.026000000000003
2,2,3210,1984,35.019999999999996
4,3,894,2009,44.188
6,4,2267,1961,24.233999999999998
1,1,3331,1951,17.962
4,3,1273,1970,25.446
6,6,600,1978,30.0
3,2,1691,1989,34.982
3,2,960,1992,35.019999999999996
1,1,3907,1960,23.614
3,1,1274,1958,18.348
1,1,3207,1952,18.214
3,3,2033,2006,44.466
2,2,2172,1972,26.944
1,1,835,1975,24.97
3,2,1455,2011,45.51
3,3,848,1986,32.096000000000004
4,1,2725,2021,53.25
2,2,3353,2009,47.806
1,1,2721,1973,27.742
3,2,1778,2023,52.156
1,1,4012,1981,34.324
6,6,940,1965,24.18
5,4,900,2006,43.5
6,5,4770,1994,46.04
3,3,1791,2014,47.982
6,3,2619,1991,39.638000000000005
4,3,3936,1994,42.772
5,4,955,2022,51.61
1,1,3728,2015,50.756
5,1,568,1994,35.936
2,1,3413,2018,52.126000000000005
5,4,1604,1978,30.908
6,2,3372,1965,27.844
3,2,2870,1979,32.34
3,3,3573,2019,54.046
4,3,4857,2014,54.614000000000004
1,1,1276,1988,32.352000000000004
4,3,3640,2016,53.18
4,4,1794,1996,39.788
4,4,4256,2010,51.712
1,1,4522,1996,42.844
5,3,838,2017,48.576
6,1,2973,1953,20.746000000000002
4,1,3704,1983,36.208
5,1,4908,1981,38.116
3,1,1549,1977,28.398
2,1,1486,2012,45.272
3,3,1682,1998,39.763999999999996
2,2,3139,1994,39.878
6,2,797,2004,42.194
1,1,1516,2004,40.832
4,3,730,1997,37.86
6,4,680,1952,16.56
5,3,4223,1998,45.846000000000004
1,1,747,1986,30.294
5,5,1035,1956,19.07
4,1,1393,2005,42.586
5,4,3318,1952,21.336
4,3,3888,1966,28.676000000000002
4,4,1366,1993,37.432
5,3,4094,1958,25.588
6,6,4658,2013,55.616
4,2,3072,1970,28.744
2,1,1949,1978,29.198
4,4,3415,2009,49.53
5,4,3279,2011,50.757999999999996
5,3,4698,1973,34.296
3,3,1337,1977,28.573999999999998
6,4,2644,2019,53.988
4,2,1813,2017,49.726
4,4,3784,1954,22.768
1,1,3038,2021,52.376000000000005
1,1,4225,2021,54.75
5,4,1901,1982,33.501999999999995
1,1,1498,1961,19.296
5,1,4702,1953,23.704
1,1,2271,1958,19.342
4,3,1484,1958,19.868000000000002
6,5,4754,2000,49.008
4,2,755,1973,25.61
1,1,3337,1951,17.974
3,1,3030,2019,52.36
2,2,2021,1977,29.142
6,1,1341,1950,15.982000000000001
3,2,664,1972,24.427999999999997
1,1,998,1952,13.796000000000001
4,4,501,1951,14.702
5,5,927,1958,19.854
3,1,2213,2014,48.226
4,1,717,1953,15.234
5,5,1645,2019,51.79
1,1,3422,1954,19.644000000000002
3,2,2636,2021,52.872
5,4,2797,1976,32.294
4,2,1208,2006,43.016
4,1,2038,1956,19.376
4,4,3070,2002,45.34
2,1,1022,2002,39.344
6,1,572,1996,37.444
6,2,675,1976,27.95
1,1,4986,1996,43.772
3,2,4324,2016,53.748
4,3,1963,2004,43.826
6,4,1792,1989,37.284
1,1,3034,1977,30.368000000000002
2,1,941,2011,43.682
6,2,1946,1996,40.492000000000004
2,1,3638,1998,42.576
3,2,4979,1968,31.058
5,5,1315,1982,32.629999999999995
6,4,3310,1986,38.82
2,2,4617,1967,29.334
3,1,1044,1975,26.388
3,1,2115,1965,23.53
4,2,2842,1981,33.784
4,3,3896,2007,49.192
4,3,3177,1991,39.754000000000005
6,4,1897,1967,26.494
5,1,3274,2020,54.348
1,1,1807,1983,30.914
6,3,511,2007,43.422
6,5,1298,2022,53.096000000000004
5,5,1035,1954,18.07
3,1,3984,2000,44.768
2,2,1829,1956,18.258
1,1,4633,1991,40.566
2,1,1488,1997,37.775999999999996
1,1,810,1989,31.92
5,1,2650,1968,27.1
5,3,3521,2007,48.942
3,3,1506,1974,27.412
5,2,543,1987,32.686
2,1,2049,1999,39.897999999999996
3,2,1939,1986,33.978
6,3,4001,1955,24.402
6,2,892,1959,19.884
1,1,2933,1964,23.666
3,3,1155,2020,49.71
4,4,2775,1958,22.75
6,3,1580,1994,39.06
6,6,2956,2007,49.212
1,1,2158,1998,39.116
3,1,1721,2018,49.242000000000004
1,1,1446,2000,38.692
4,2,931,2013,45.962
3,1,900,2010,43.6
4,3,4123,2018,55.146
5,4,3721,1970,31.142
5,5,3968,2010,51.936
3,2,2768,2022,53.635999999999996
5,4,3093,1962,25.886
4,4,1245,2022,51.69
6,4,1071,1978,30.342
4,2,4226,2017,54.552
6,1,661,2019,49.122
2,1,3352,1995,40.504000000000005
3,3,2806,2004,45.012
1,1,2866,2023,53.032
4,1,4951,1966,30.202
1,1,2368,1952,16.536
1,1,1342,2008,42.484
4,2,2125,2018,50.85
1,1,2128,2001,40.556
5,2,1276,2002,41.652
2,1,1172,1978,27.644
3,3,2163,2004,43.726
5,2,2690,1996,41.480000000000004
5,2,1839,2020,51.778
2,1,4933,1995,43.666
6,4,4045,1992,43.29
4,1,3329,1976,31.958000000000002
2,1,2463,1961,21.726
3,2,2089,1982,32.278
2,2,4814,1965,28.728
1,1,3472,1980,32.744
5,3,4542,2007,50.984
5,2,508,1959,18.616
1,1,2043,1972,25.886000000000003
3,2,2657,1968,26.414
5,1,1375,1975,28.05
1,1,2779,1962,22.358
5,1,3669,1967,28.638
4,2,4149,2019,55.397999999999996
3,1,3855,1988,38.510000000000005
4,2,514,1957,17.128
5,2,4364,1950,21.828
3,2,4535,1954,23.17
6,2,4263,2012,53.126
1,1,3798,2018,52.396
3,2,2744,2000,42.588
4,1,4775,1972,32.85
1,1,2546,2009,45.392
6,6,4670,1989,43.64
1,1,3319,1993,38.938
5,3,4619,1983,39.138
2,1,1474,1955,16.748
6,1,2894,1961,24.588
2,2,1379,1950,14.358
1,1,3732,1995,40.764
2,2,2190,1952,16.98
6,4,2087,1998,42.373999999999995
4,1,3152,2006,46.604
6,1,548,1999,38.896
2,2,1967,1996,38.534
2,2,3412,2011,48.924
3,3,3216,1985,36.332
4,2,2119,1996,39.838
4,3,1064,1975,27.528
4,4,2959,1952,20.118
6,2,1071,2007,44.242
5,1,4266,2012,52.332
5,2,1956,2006,45.012
1,1,2684,1986,34.168
4,3,1135,1972,26.17
2,2,1403,2022,50.406
3,3,824,1958,18.048000000000002
4,1,4218,2019,55.236000000000004
1,1,4506,2005,47.312
5,1,3676,1969,29.652
1,1,3417,2000,42.634
6,1,2376,2019,52.552
1,1,1237,2022,49.274
5,2,2980,1951,19.56
6,6,3067,1968,29.934
5,1,968,2000,39.736000000000004
1,1,2819,2000,41.438
5,3,4627,2018,56.653999999999996
4,4,2459,1980,33.117999999999995
5,3,3352,1987,38.604
4,1,1753,1959,20.306
1,1,3471,1972,28.742
1,1,1960,2019,49.22
3,1,1845,1991,35.99
1,1,1694,2006,42.188
5,1,1849,1962,22.498
6,4,2521,1965,26.741999999999997
5,2,2509,2023,54.617999999999995
1,1,3336,2006,45.472
1,1,3604,2019,52.508
1,1,3412,1993,39.124
6,5,3632,2014,53.763999999999996
2,1,1257,1988,32.814
3,2,2666,1969,26.932
5,3,4914,1963,29.728
4,3,4258,1958,25.416
5,5,1415,2000,41.83
5,3,1030,1996,38.46
1,1,3658,2005,45.616
5,2,4844,1963,29.288
1,1,3283,1966,25.366
2,2,782,2010,43.164
5,5,1036,1979,30.572
1,1,4772,2014,52.344
2,1,3151,2021,53.102000000000004
3,2,1370,1988,33.84
4,1,1946,1997,39.692
6,6,3961,2000,47.722
1,1,4849,1982,36.498000000000005
3,1,4217,1976,33.234
5,1,2340,2003,43.980000000000004
5,1,1437,1964,22.674
6,6,4279,1976,36.358000000000004
4,4,3769,1956,23.738
1,1,3735,2009,47.769999999999996
2,2,1678,2016,47.956
4,1,3627,1971,30.054000000000002
2,2,2468,2007,45.036
4,4,3489,1957,23.677999999999997
1,1,3981,1952,19.762
5,3,1400,2015,48.7
4,4,4191,1955,24.082
5,3,2283,1969,27.466
4,1,2730,1966,25.76
3,1,3907,2003,46.114000000000004
5,1,2060,2012,47.92
5,2,1198,2023,51.995999999999995
1,1,4352,1998,43.504000000000005
1,1,4353,2023,56.006
6,1,3827,1956,23.954
3,1,3452,1961,24.204
3,2,2053,1960,21.206
1,1,907,2017,46.114000000000004
3,3,4822,1960,27.044
5,3,948,1968,24.296
2,1,1585,1963,20.97
2,1,4193,2008,48.686
2,1,2690,1955,19.18
4,1,4554,1960,26.408
2,2,3556,1955,21.212
1,1,2945,2016,49.69
3,3,4853,1960,27.106
1,1,608,2020,47.016
4,1,3108,1960,23.516000000000002
6,4,1488,2023,53.676
3,1,1109,1966,22.018
4,2,3626,1997,43.352000000000004
3,2,1255,2023,51.11
3,3,704,1951,14.308
6,2,2678,1950,18.956
6,5,1182,1992,37.864000000000004
4,4,4649,1972,33.498
2,1,1186,1967,22.172
6,5,3658,1984,38.816
2,1,774,2005,40.348
5,3,3834,1962,27.068
1,1,3010,1956,19.82
6,1,2174,1977,31.148
3,3,3630,1978,33.66
6,1,3750,1998,44.8
5,4,1085,1961,21.369999999999997
2,2,1699,2007,43.498
5,5,3134,1955,22.768
5,5,1344,2020,51.688
6,4,4124,2023,58.948
2,1,1951,2009,44.702
5,4,623,2005,42.446
4,1,2387,1997,40.574
1,1,4645,1989,39.59
6,5,1663,1998,41.826
1,1,919,2002,38.638000000000005
6,5,4489,1954,25.478
2,1,4806,1966,28.912
6,3,3000,1961,25.4
5,2,2928,1951,19.456
3,1,3355,2007,47.010000000000005
4,3,1160,2020,50.22
3,3,4224,2018,54.848
6,1,4723,1976,35.746
3,1,4826,2020,56.452
5,4,3855,1999,45.91
1,1,502,1981,27.304000000000002
5,3,4707,1973,34.314
6,2,925,1952,16.45
6,2,1728,1997,40.556
1,1,3207,1994,39.214
1,1,1992,1980,29.784
6,5,3142,1987,39.284
6,3,4589,1951,23.578000000000003
6,1,1297,1958,19.894
5,1,2985,1992,39.769999999999996
2,1,1547,1980,29.394
2,1,2914,1974,29.128
1,1,1072,1956,15.944
4,2,4279,2019,55.658
4,1,3566,1993,40.932
3,2,2331,1986,34.762
1,1,1940,1954,16.68
1,1,4041,1957,22.382
2,1,3624,1965,26.048000000000002
2,2,910,1985,30.92
2,1,922,1983,29.644
1,1,788,1987,30.876
2,2,3181,2005,45.462
4,2,2145,2007,45.39
6,3,4048,1953,23.496000000000002
3,3,3405,1998,43.21
5,2,1812,2011,47.224000000000004
6,3,787,1986,33.474000000000004
3,2,1592,1984,32.284
6,4,2344,1999,43.388
4,1,4380,1969,30.560000000000002
5,4,1778,1996,40.256
2,2,3882,1991,39.864000000000004
3,3,846,2009,43.592
2,2,4306,1961,25.712
4,4,1123,1981,30.945999999999998
5,3,3250,2001,45.4
2,2,3800,1971,29.7
1,1,4383,1953,21.066000000000003
1,1,2370,1982,31.54
6,3,3459,2022,56.818
3,2,2547,2003,43.694
5,2,720,1994,36.54
6,3,3286,1985,37.972
6,2,1179,2007,44.458
3,2,1127,1958,18.354
3,1,3125,2009,47.55
1,1,4156,1996,42.112
5,2,2241,1981,33.082
5,1,1667,2013,47.634
1,1,4123,2003,45.546
4,2,797,1994,36.194
6,3,959,1961,21.318
1,1,4943,2014,52.686
1,1,2815,2022,52.43
2,1,4318,1982,35.936
3,2,2001,1992,37.102000000000004
3,3,4734,1963,28.368000000000002
3,3,4742,1955,24.384
1,1,3197,1988,36.194
1,1,1157,2019,47.614000000000004
1,1,4952,1976,33.704
2,1,3104,2013,49.008
3,2,1927,1976,28.954
3,1,1486,1994,36.772
5,3,4271,2000,46.942
3,3,3931,1981,35.762
5,5,813,1953,17.125999999999998
5,2,876,2012,45.852000000000004
3,2,905,1999,38.41
3,2,3800,2013,51.2
6,1,4023,1988,40.346000000000004
3,2,3083,2008,47.266
1,1,1203,2012,44.206
2,2,625,1964,19.85
5,4,3847,1954,23.394
6,3,2327,2006,46.554
5,3,1790,1975,29.48
3,3,3735,2019,54.370000000000005
5,3,3621,2006,48.641999999999996
4,3,3021,1989,38.442
1,1,4226,1993,40.752
5,1,4795,2019,56.89
6,6,623,1966,24.046
6,4,2446,1963,25.592
5,2,2982,1984,36.064
5,3,4109,1967,30.118000000000002
1,1,2411,1988,34.622
1,1,1711,2020,49.222
3,3,3290,2016,51.980000000000004
4,1,3694,1984,36.688
4,3,3346,1967,28.092
1,1,882,1971,23.064
1,1,4820,2010,50.44
5,2,1008,1982,31.116
3,3,1791,1983,32.482
3,2,3012,2018,52.123999999999995
4,3,3307,1976,32.513999999999996
3,3,3463,1971,29.826
6,3,2142,1982,34.184
1,1,2808,1989,35.916
3,1,1523,2015,47.346000000000004
6,6,3303,1993,42.906
5,4,1094,1987,34.388
3,3,760,2018,47.92
5,5,3636,1990,41.272
1,1,2868,2001,42.036
1,1,4432,2011,50.164
5,3,1493,2014,48.385999999999996
3,2,2745,1958,21.59
5,2,2589,1975,30.778
2,2,4000,2006,47.6
1,1,2283,1969,24.866
3,1,3545,2017,52.39
1,1,4670,1954,22.14
4,1,4427,1997,44.654
5,3,4119,2003,48.138
2,1,2756,2021,52.312
6,1,2887,1996,42.074
2,2,2056,2004,42.712
3,2,4074,1984,37.248
1,1,2393,1974,27.586000000000002
6,3,1670,1985,34.74
4,4,2822,2001,44.344
6,2,704,1969,24.508
2,1,1193,1960,18.686
2,1,1916,1982,31.132
5,4,796,1957,18.792
2,2,2798,1981,32.696
2,1,2974,1964,24.248
1,1,1316,1957,16.932000000000002
3,3,4923,2023,58.746
4,1,4474,1974,33.248000000000005
1,1,936,1977,26.172
1,1,4962,1968,29.724
5,3,3048,1966,27.496000000000002
6,6,778,1992,37.356
5,3,2064,2019,52.028
1,1,1900,2013,46.1
4,3,3172,2013,50.744
1,1,4341,1986,37.482
4,2,2304,1968,26.208
1,1,4920,1965,28.14
5,3,1511,1957,19.922
3,2,3710,1951,20.02
1,1,849,2005,39.998000000000005
5,4,3027,2006,47.754
4,4,3260,1984,36.72
1,1,4131,1992,40.062
5,2,3629,1999,44.858000000000004
5,1,2320,2004,44.44
1,1,1494,1983,30.288
1,1,2052,1964,21.904
3,3,953,1988,33.306
1,1,1594,2017,47.488
5,4,2760,2007,47.72
2,1,2460,1952,17.22
2,2,3600,1971,29.3
1,1,2037,1968,23.874000000000002
5,1,4137,2023,57.574
1,1,1163,1953,14.626000000000001
3,1,2168,1960,21.136000000000003
3,1,3437,1975,31.174
6,1,3429,1985,37.658
6,2,4636,1982,38.872
6,3,1178,1992,37.256
4,4,758,1957,18.216
6,1,1013,1950,15.326
1,1,979,2007,41.258
6,1,2862,2014,51.024
3,2,3319,1973,30.238
4,4,3444,1969,29.588
3,1,3185,1997,41.67
6,4,3273,1986,38.745999999999995
6,6,2161,1982,35.122
1,1,1277,1960,18.354
5,2,2533,1968,27.166
2,2,1733,2014,47.066
2,1,4411,2008,49.122
4,3,3481,1992,40.862
4,3,3967,2016,53.834
1,1,4837,1964,27.474
2,1,2756,1992,37.812
1,1,1509,2008,42.818
2,1,3140,2016,50.58
6,4,3154,1985,38.007999999999996
2,1,4234,1988,38.768
1,1,4469,1955,22.238
4,4,2621,1953,19.942
6,2,2806,1980,34.212
2,2,4594,1996,43.788
1,1,1591,2000,38.982
3,1,3582,1966,26.964000000000002
4,4,3273,2003,46.245999999999995
6,5,3166,1987,39.332
4,1,678,1983,30.156
2,2,2357,1980,31.314
2,2,1735,2011,45.57
2,1,1206,1997,37.212
3,1,3049,2021,53.397999999999996
1,1,2170,1955,17.64
1,1,2789,1957,19.878
4,3,612,2000,39.124
4,4,1556,1976,29.311999999999998
4,1,819,1966,21.938000000000002
6,2,1928,1997,40.956
3,1,2608,1963,23.516000000000002
2,2,2803,2003,43.706
2,2,4817,1980,36.234
5,1,3836,2005,47.972
6,4,1020,2003,42.739999999999995
2,2,618,1971,23.336
5,2,3761,2021,56.122
6,5,2176,1958,22.852
6,2,3507,1995,43.114000000000004
5,1,3711,1965,27.722
3,3,4127,1988,39.653999999999996
6,5,4314,1995,45.628
1,1,1364,2002,39.528
1,1,4662,1950,20.124000000000002
6,4,1418,2001,42.536
3,3,4880,1985,39.66
5,3,4448,2002,48.296
3,3,933,1970,24.266
5,4,3762,2017,54.724000000000004
1,1,2738,2012,47.275999999999996
3,2,1336,1963,21.272
1,1,1945,1993,36.19
3,1,2952,1970,27.704
1,1,3088,1971,27.476
3,1,2573,2002,42.946
1,1,3799,2004,45.397999999999996
2,2,1228,2007,42.556
1,1,4686,2013,51.672
6,1,3459,2013,51.718
6,4,509,1971,25.718
1,1,2426,1981,31.152
6,6,1976,1997,42.252
1,1,2178,2005,42.656
1,1,3808,1967,26.916
2,1,4737,2009,50.274
1,1,616,2014,44.032
4,4,4664,2022,58.528
5,2,2318,1993,39.236000000000004
6,1,1188,1986,33.676
3,2,1727,1997,39.054
1,1,4411,1983,36.122
1,1,1269,1973,24.838
3,1,4709,1954,23.218000000000004
4,2,3345,1981,34.79
2,2,4284,1969,29.668
4,1,4982,2005,49.764
6,2,4942,2011,53.984
3,2,2229,1995,39.058
1,1,2788,1968,25.376
2,1,2716,2014,48.732
1,1,4647,1997,43.594
4,3,2710,2006,46.32
1,1,2280,1970,25.36
3,2,1224,1966,22.548000000000002
4,3,2668,1999,42.736000000000004
6,1,2065,1987,35.93
5,4,2008,2015,50.216
4,4,3524,1970,30.247999999999998
1,1,4701,1995,42.702
2,1,4327,1997,43.454
2,2,3848,1953,20.796
3,1,4590,2019,55.480000000000004
1,1,546,1983,28.392000000000003
6,1,4214,2011,52.228
2,1,2540,2015,48.88
2,2,3332,1974,30.264
5,2,4181,2019,55.962
3,2,2856,1990,37.812
3,2,572,2001,38.744
6,3,3854,1979,36.108000000000004
6,3,1427,1978,30.754
5,4,882,2004,42.464
5,5,4716,1979,37.932
5,5,4681,1974,35.362
5,2,1581,1992,37.262
4,1,1600,2007,44.0
1,1,1466,2008,42.732
6,3,582,1998,39.064
6,6,3092,1967,29.484
5,4,960,1977,29.119999999999997
5,3,2312,1984,35.024
5,3,831,1976,28.062
3,3,1198,1992,35.796
3,2,2545,2023,53.69
3,1,4834,1983,37.968
6,1,3516,1954,22.332
2,2,2362,1995,38.824
4,3,4778,1999,46.956
6,4,1345,1971,27.39
5,3,4852,1957,26.604
4,1,4564,1975,33.928
3,1,3647,1987,37.594
4,2,1004,1996,37.608000000000004
3,3,2603,1975,30.106
2,1,917,1989,32.634
2,1,2612,2019,51.024
4,3,1378,2014,47.656
3,1,3900,1956,22.6
4,3,852,1989,34.104
5,3,4780,1960,27.96
6,4,4703,1963,30.106
1,1,1553,1957,17.406
4,2,4450,1955,24.0
1,1,2175,2000,40.150000000000006
1,1,4622,2023,56.544
2,2,947,1968,22.494
3,1,525,1989,32.35
4,1,2223,2006,44.746
5,2,2189,1964,24.478
6,3,4392,1950,22.684
6,6,1215,2005,44.730000000000004
1,1,4923,1975,33.146
4,1,4177,1963,27.154000000000003
3,2,4323,1976,33.746
5,1,3881,1997,44.062
3,3,2300,1971,27.5
2,2,4565,1980,35.730000000000004
3,3,2483,1990,37.366
3,1,589,1961,18.478
4,1,4790,1978,35.88
5,1,3557,2019,54.414
6,4,2873,2017,53.446
5,2,1593,1992,37.286
1,1,3341,1962,23.482
2,2,4904,1959,25.908
3,1,3331,1960,23.462
1,1,2822,2005,43.944
3,3,3438,1973,30.776
2,1,3816,1969,28.432000000000002
2,2,731,1987,31.561999999999998
1,1,2850,1998,40.5
2,2,4609,1977,34.318
4,3,4578,2020,57.056
1,1,3327,1956,20.454
6,1,1920,1964,24.14
1,1,2937,2010,46.674
5,5,4820,1985,41.14
2,1,4392,1978,34.084
6,2,1492,1955,19.084
3,3,4270,1970,30.94
3,2,3766,1991,40.132
5,2,2146,1962,23.392
3,1,2767,2009,46.834
6,2,3156,1993,41.412
3,3,2617,1961,23.134
6,3,1032,1952,16.964
5,4,3452,1964,27.604
6,1,4434,1990,42.168
4,3,1088,1954,17.076
1,1,4124,2007,47.548
5,2,4650,2016,55.4
1,1,931,1990,32.662
4,3,1361,2008,44.622
1,1,3793,1984,35.386
6,4,1797,2010,47.794
4,2,2426,1978,31.451999999999998
3,3,2457,2013,48.814
2,1,902,1950,13.104000000000001
4,3,4230,1978,35.36
6,4,2320,1950,18.84
1,1,2418,1976,28.636000000000003
1,1,3504,2015,50.308
1,1,890,1997,36.08
5,5,2557,1957,22.614
2,2,4066,2002,45.732
3,1,4264,2019,54.828
6,4,973,1996,39.146
4,4,614,1955,16.927999999999997
3,2,3622,2013,50.844
6,5,3339,2010,51.178
6,1,2111,1957,21.022000000000002
5,2,1910,1973,28.42
6,3,3148,1998,44.196
4,3,4554,2015,54.508
1,1,3751,1961,23.802
4,1,2303,1984,33.906
6,2,1869,1965,24.838
6,3,1780,2018,51.46
6,3,1199,2021,51.798
6,6,3035,1963,27.37
5,5,4855,2010,53.71
5,3,3129,2001,45.158
1,1,4009,1950,18.818
6,4,4340,1997,46.379999999999995
6,5,1111,1994,38.722
2,2,4891,1972,32.382
4,2,2959,2016,51.518
1,1,3522,2005,45.344
2,1,1671,2004,41.642
2,2,708,2005,40.516
4,1,3037,2003,44.874
2,2,1635,2007,43.37
2,2,4048,1953,21.195999999999998
3,2,1993,1969,25.586
4,4,2503,1980,33.206
1,1,3418,1983,34.136
4,1,4360,2015,53.52
4,3,818,1974,26.536
1,1,4656,2018,54.112
3,2,3992,2016,53.084
2,2,4949,1966,29.497999999999998
5,4,2176,1973,29.552
6,6,4281,2021,58.862
2,2,2800,1995,39.7
2,1,4821,1984,37.942
6,1,3350,1976,33.0
2,1,3504,2015,50.808
1,1,1001,1983,29.302
2,1,944,2010,43.188
4,4,3597,2003,46.894
3,3,1576,2020,50.552
4,1,712,1998,37.724000000000004
2,1,2934,2023,53.668
6,2,2891,1989,38.882
2,2,3784,2003,45.668
4,4,1893,2001,42.486000000000004
1,1,3589,1999,42.478
2,2,1650,2002,40.9
5,2,667,2013,45.934
5,2,1191,1956,18.482
1,1,3924,1976,31.648
2,1,2152,1979,30.104
1,1,1298,1973,24.896
1,1,1180,2014,45.16
1,1,574,1976,24.948
5,5,590,1966,23.18
4,1,3058,1953,19.916
6,6,1406,1995,40.112
3,2,4662,1956,24.424
3,3,4393,2008,50.186
3,2,1712,1976,28.524
3,2,2328,2009,46.256
1,1,4633,1957,23.566000000000003
6,6,4346,1972,34.492000000000004
5,1,2848,2005,45.996
3,1,4524,2022,56.848
1,1,2767,2005,43.834
4,2,3759,1968,29.118
4,3,2710,1983,34.82
5,4,2955,1986,37.61
1,1,2415,1951,16.130000000000003
4,4,1056,1991,35.812
1,1,1074,1990,32.948
2,1,757,2021,48.314
3,3,1956,2002,42.312
2,1,2894,1997,40.588
5,4,4003,1975,34.206
5,1,3797,1959,24.894000000000002
1,1,3773,1966,26.346
6,2,1141,1970,25.881999999999998
1,1,4385,1984,36.57
2,2,3043,2004,44.686
5,2,3153,1961,24.906
6,5,1203,2021,52.406
5,5,2542,1951,19.584
4,1,1318,2005,42.436
4,2,4916,1974,34.432
5,4,4140,1955,24.479999999999997
2,1,4608,1996,43.516000000000005
2,1,3231,1989,37.262
6,2,4688,2004,49.976
2,1,1647,1958,18.594
4,1,1939,1964,23.178
4,4,3502,1990,40.204
2,1,4234,1955,22.268
1,1,952,1959,17.204
6,4,4200,1980,37.6
1,1,2882,1966,24.564
6,4,1243,1956,19.686
5,4,2159,1998,42.018
5,4,4655,1966,31.009999999999998
4,2,638,1957,17.375999999999998
6,1,4975,2010,53.25
1,1,759,1956,15.318000000000001
4,3,2631,2014,50.162
2,2,2980,2017,51.06
1,1,1918,1999,39.136
4,1,3900,2010,50.1
5,4,1734,1997,40.668
4,2,4719,1992,43.038
3,1,2976,1968,26.752000000000002
4,3,1629,1963,22.658
5,2,3088,2023,55.775999999999996
4,4,3797,1968,29.794
5,5,3108,1982,36.216
5,3,4664,1993,44.228
3,2,1074,1981,29.747999999999998
1,1,2050,1995,37.4
6,4,747,1977,29.194
1,1,2758,2006,44.316
2,2,4677,1962,26.954
2,2,2868,2003,43.836
3,2,3293,1951,19.186
2,1,3145,1969,27.09
5,5,4803,2001,49.106
3,1,4786,2007,49.872
1,1,2409,1960,20.618000000000002
5,2,4207,1990,41.513999999999996
3,1,4745,1961,26.79
1,1,1321,1960,18.442
3,2,3589,2009,48.778
6,6,1950,1988,37.7
4,3,2066,1953,18.532
5,1,1160,1997,38.620000000000005
5,4,1758,1970,27.216
3,1,3582,1986,36.964
6,3,4283,2015,54.966
6,1,2986,1984,36.272000000000006
1,1,2219,1973,26.738
4,1,1630,2015,48.06
6,6,2777,1957,23.854
3,1,3309,1962,24.418
3,1,1820,1970,25.44
6,1,2335,1950,17.97
6,3,4629,2010,53.158
5,1,1551,1962,21.902
5,2,1855,1990,36.81
5,3,2494,1993,39.888000000000005
3,3,1733,1953,17.366
2,2,3505,2000,43.61
2,1,2792,1972,27.884
4,4,891,1968,23.982
3,2,3692,1972,30.484
